2961_13488_000000	subito ouço bater á porta da sala vou abrir era um anjinho de cinco annos entra sára disse sabina
2961_13488_001493	no dia em que a universidade me attestou em pergaminho uma sciencia que eu estava longe de trazer arraigada no cerebro confesso que me achei de de algum modo logrado ainda que orgulhoso
2961_13488_001494	viva o passado você naturalmente foi reintegrado no emprego salta pelintra disse eu ameaçando o com o dedo confesso que este dialogo era uma indiscrição principalmente a ultima replica
2961_13488_001495	xix a bordo eramos onze passageiros um homem doudo acompanhado pela mulher dous rapazes que iam a passeio quatro commerciantes e dous criados
2961_13488_001496	azul capitulo cvii bilhete não houve nada mas elle suspeita alguma cousa está muito serio e não fala agora saiu sorriu uma vez somente para nhonhô depois de o fitar muito tempo carrancudo
2961_13488_001497	eram as contas das despezas com a construcção da casa contas de pedreiro de carpinteiro de pintor contas do papel da sala de visitas da sala de jantar das alcovas dos gabinetes contas das ferragens custo do terreno
2961_13488_001498	o sujeito offerecia trinta contos o viegas exigia quarenta o comprador instava como quem receia perder o trem da estrada de ferro mas o viegas não cedia recusou primeiramente os trinta contos depois mais dous depois mais tres
2961_13488_001499	olha a guerra que parece uma calamidade é uma operação conveniente como se dissessemos o estalar dos dedos de humanitas a fome e
2961_13488_001500	é o resultado de uma multidão de esforços e lutas executados com o unico fim de dar mate ao meu appetite entre o queijo e o café demonstrou me o quincas borba que o seu systema era a destruição da dôr
2961_13488_001501	e vão até o coche funebre e o collocam em cima e traspassam e apertam as corrêas o rodar do coche o rodar dos carros um a um isto que parece um simples inventario
2961_13488_001502	naquelle dia porém a manifestação do pae foi tamanha que a entristeceu grandemente eu busquei então divertil a do assumpto dizendo-lhe muitas chanças e motes de bom tom vãos esforços que não a alegravam mais
2961_13488_001503	fitei o elle pareceu saborear o meu espanto no fim de alguns segundos pegou-me na mão e apontou para a lua perguntando me porque não fazia uma ode á noite
2961_13488_001504	saccou da algibeira os meus titulos de divida já resgatados por elle e sacudiu mos na cara vês peralta é assim que um moço deve zelar o nome dos seus
2961_13488_001505	imaginem agora uma sobrecasaca mais larga do que pediam as carnes ou litteralmente os ossos da pessoa a côr preta ia cedendo o passo a um amarello sem brilho o pello desapparecia aos poucos dos oito primitivos botões restavam tres
2961_13488_001506	sendo cada homem uma reducção de humanitas é claro que nenhum homem é fundamentalmente opposto a outro homem quaesquer que sejam as apparencias contrarias
2961_13488_001507	então se é digna de si mesma não teima em espertar a lembrança morta ou expirante não busca no olhar de hoje a mesma saudação do olhar de hontem quando eram outros os que encetavam a marcha da vida de alma alegre e pé veloz
2961_13488_001508	virgilia fez daquillo um brinco designou as alfaias mais idoneas e dispol as com a intuição esthetica da mulher elegante eu levei para lá alguns livros e tudo ficou sob a guarda de d placida supposta e a certos respeitos verdadeira dona da casa
2961_13488_001509	rezas aspersões d'agua benta o fechar do caixão a prego e martello seis pessoas que o tomam da eça e o levantam e o descem a custo pela escada não obstante os gritos soluços e novas lagrimas da familia
2961_13488_001510	dividamos a consciencia delle uma parte fique lá com a dama tomemos nós a outra para que elle vá direito não abalroe as gentes e as carroças tire o chapeu aos conhecidos e finalmente chegue são e salvo ao hotel
2961_13488_001511	estava furioso mas de um furor temperado e curto eu ouvi o calado e nada oppuz á ordem da viagem como de outras vezes fizera ruminava a idéa de levar marcella commigo fui ter com ella expuz lhe a crise e fiz-lhe a proposta
2961_13488_001512	você sabe que não posso gostar de outra mulher foi a minha resposta quando virgilia me falou em semelhante cousa e esta só palavra sem nenhum protesto ou admoestação dissipou o aleive de d placida que ficou triste
2961_13488_001513	conclusão o principio de helvetius é verdadeiro no meu caso a diferença é que não era o interesse apparente mas o recondito capitulo cxxxiv cincoenta annos
2961_13488_001514	razão a que se não pode negar algum peso creio mesmo e nisto faço o seu maior elogio que elle não praticava de quando em quando esses beneficios senão com o fim de espertar a philantropia dos outros
2961_13488_001515	meu pae recommendou me a todos começando pelo capitão do navio que aliás tinha muito que cuidar de si porque além do mais levava a mulher tisica em ultimo gráu
2961_13488_001516	cedo defendi me do melhor modo fallei do cavallo que empacara e de um amigo que me detivera de repente morre me a voz nos labios fico tolhido de assombro virgilia seria virgilia aquella moça
2961_13488_001517	não me parece acho os versos perfeitos sim eu creio que versos de marujo de marujo poeta elle levantou os hombros olhou para o papel
2961_13488_001518	entrava então no passeio publico e tudo me parecia dizer a mesma cousa porque não serás ministro cubas cubas porque não serás ministro de estado
2961_13488_001519	meu pae ficou attonito com o desenlace e quer-me parecer que não morreu de outra cousa eram tantos os castellos que engenhára tantos e tantissimos os sonhos que não podia vel os assim esboroados sem padecer um forte abalo no organismo
2961_13488_001520	notei que ficára sinceramente alegre posto contivesse a alegria segundo convinha a um grande philosopho fez-me observar a belleza do espectaculo relembrou o objecto da luta concluiu que os cães tinham fome
2961_13488_001521	o quincas borba sorriu de um modo malicioso talvez soubesse da minha aventura mas não accrescentou nada só me disse estas ultimas palavras á porta venha para o humanitismo elle é o grande regaço dos espiritos o mar eterno em que mergulhei para arrancar de lá a verdade
2961_13488_001522	e que ao contrario a frugalidade podia indicar certa tendencia para o ascetismo o qual era a expressão acabada da tolice humana veja s joão continuou elle mantinha se de gafanhotos no deserto
2961_13488_001523	coitada de d placida estava afflicta deveras andava de um lado para outro abanando a cabeça suspirando com estrepito espiando pela rotula
2961_13488_001524	tinha velado uma parte da noite de amor era impossivel não se ama duas vezes a mesma mulher e eu que tinha de amar aquella tempos depois
2961_13488_001525	ou ainda ás que receiarem encarar a pupilla do outros olhos em taes casos alguns preferem recitar uma oitava dos lusíadas outros adoptam o recurso de assobiar a norma eu atenho me ao gesto indicado é mais simples exige menos esforço
2961_13488_001526	assim descender do peito ou dos rins de humanitas isto é ser um forte não era o mesmo que descender dos cabellos ou da ponta do nariz
2961_13488_001527	sim essas camadas de caracter que a vida altera conserva ou dissolve conforme a resistencia dellas essas camadas mereceriam um capitulo que eu não escrevo por não alongar a narração
2961_13488_001528	segue-se que a transmissão da vida longe de ser uma occasião de galanteio é a hora suprema da missa espiritual porquanto verdadeiramente ha só uma desgraça é não nascer
2961_13488_001529	poderia eu tirar ao leitor o gosto de notar por si mesmo a frieza a perspicacia e o animo dessas poucas linhas traçadas á pressa
2961_13488_001530	vi os dous contendores dous gallos de esporão agudo olho de fogo e bico afiado ambos agitavam as cristas em sangue
2961_13488_001531	vens commigo marcella reflectiu um instante não gostei da expressão com que passeava os olhos de mim para a parede e da parede para a joia mas toda a má impressão se desvaneceu quando ella me respondeu resolutamente vou quando embarcas
2961_13488_001532	elle era o interminável nos limites de um quarto de hora baby e deputado collegial e pintalegrete ás vezes ao pé de virgilia esquecia-me della e de tudo
2961_13488_001533	fui achar o marido a olhar para as vagas que vinham morrer na costado do navio e tratei de o consolar elle agradeceu me relatou me a historia dos seus amores elogiou a fidelidade e a dedicação da mulher relembrou os versos que lhe fez e
2961_13488_001534	já se apeou perguntou virgilia ao escravo já se apeou diz que precisa muito de falar com sinhá que entre a baroneza entrou dahi a pouco não sei se contava commigo na sala mas era impossivel mostrar maior alvoroço
2961_13488_001535	o jacob mandou dizer que não estava em casa não péga bradou uma voz do corredor cá estou de dentro e com effeito era o dr b que appareceu logo á porta da sala
2961_13488_001536	pódes escachal os ou não o essencial é que lutes vida é luta vida sem luta é um mar morto no centro do organismo universal dahi a pouco demos com uma briga de cães facto que aos olhos de um homem vulgar não teria valor
2961_13488_001537	nem eu móro na rua não quero saber onde mora atalhou o quincas borba se alguma vez nos virmos dê-me outra nota de cinco mil réis mas permitta me que não a vá buscar a sua casa é uma especie de orgulho agora adeus vejo que está impaciente
2961_13488_001538	mas sentindo já uns impetos uma curiosidade um desejo de acotovellar os outros de influir de gozar de viver de prolongar a universidade pela vida adeante
2961_13488_001539	tartaros pobre romualdo a gente ria da resposta mas é provavel que o leitor não se ria e com razão eu não lhe acho graça nenhuma ouvida tinha algum chiste mas
2961_13488_001540	ora emquanto eu pensava naquella gente iam me as pernas levando ruas abaixo de modo que insensivelmente me achei á porta do hotel
2961_13488_001541	agora quanto á noiva não posso ter voto não quero não devo não é de minha honra parece-me que sabina foi além fazendo-lhe certas confidencias segundo me disse mas em todo caso ella não é tia carnal de nhã loló como eu
2961_13488_001542	não sei vou metter me na tijuca fugir aos homens estou envergonhado aborrecido tantos sonhos meu caro borba tantos sonhos e não sou nada nada interrompeu me o quincas borba com um gesto de indignação
2961_13488_001543	vem cá nhonhô dizia-lhe e a custo introduzia a mão na ampla algibeira tirava uma caixinha de pastilhas mettia uma na boca o dava outra ao pequeno pastilhas anti asthmaticas o pequeno dizia que eram muito boas
